TDEP,Cons,CAL,GR,LLD,LLS,RHOB,NPHI,PEF,DT,PHIF  (%),PHIf
2878.625,1,1.284,83.1121,676.4308,129.1352,2.631,0.099,2.924,54.2607,0.1014,0.001
2878.75,1,1.2855,86.1668,745.387,131.9037,2.619,0.0925,2.961,54.229,0.1023,0.001
2878.875,1,1.287,87.1321,814.3432,134.6723,2.607,0.086,2.998,54.1973,0.1033,0.001
2879,1,1.276,83.1855,649.3755,129.9117,2.63,0.08,2.935,53.4233,0.072,0.0007
2879.125,1,1.253,81.1155,927.7098,135.7734,2.633,0.073,3.032,53.0546,0.06,0.0006
2879.25,1,1.253,79.3088,2932.0879,150.9347,2.658,0.066,3.046,53.3774,0.0359,0.0004
2879.375,1,1.241,81.9418,2530.7876,149.9142,2.6435,0.064,3.023,53.1675,0.0423,0.0004
2879.5,1,1.229,86.2441,2129.488,148.8946,2.629,0.062,3,52.9577,0.0495,0.0005
2879.625,1,1.206,88.5165,2737.3779,151.7602,2.605,0.075,3.009,52.5928,0.0866,0.0009
2879.75,1,1.183,86.0191,2197.6475,148.1381,2.628,0.076,3.056,52.6713,0.068,0.0007
2879.875,1,1.136,82.9071,1668.4532,147.1638,2.65,0.079,3.138,52.8578,0.0551,0.0006
2880,1,1.09,80.9328,1329.5792,146.4849,2.631,0.079,2.992,53.3884,0.0697,0.0007
2880.125,1,1.063,80.7235,1224.0405,146.8219,2.624,0.0955,2.9235,53.6233,0.1025,0.001
2880.25,1,1.036,78.1241,1118.5027,147.158,2.617,0.112,2.855,53.8582,0.1429,0.0014
2880.375,1,0.989,77.9228,755.2054,143.7983,2.604,0.101,2.943,55.3061,0.1357,0.0014
2880.5,1,0.951,78.8188,419.1606,131.2343,2.527,0.119,2.917,55.2997,0.3073,0.0031
2880.625,1,0.904,76.1318,340.0555,124.4412,2.502,0.119,2.864,56.2988,0.3589,0.0036
2880.75,1,0.8965,74.3485,393.6215,131.639,2.52,0.1065,2.842,56.3884,0.2797,0.0028
2880.875,1,0.889,73.5991,447.1874,138.8315,2.538,0.094,2.82,56.478,0.2116,0.0021
2881,1,0.881,77.6018,400.8208,137.3371,2.602,0.109,2.865,56.3521,0.1557,0.0016
2881.125,1,0.858,79.8881,571.4355,153.4256,2.612,0.083,2.951,55.9751,0.093,0.0009
2881.25,1,0.835,83.3988,748.2216,152.3375,2.611,0.09,2.926,56.0815,0.1063,0.0011
2881.375,1,0.811,85.3191,685.3329,157.0037,2.605,0.101,2.779,55.8716,0.1345,0.0013
2881.5,1,0.8075,85.102,569.7136,150.9271,2.608,0.101,2.7935,55.7087,0.1309,0.0013
2881.625,1,0.804,79.8066,454.0942,144.851,2.611,0.101,2.808,55.5457,0.1273,0.0013
2881.75,1,0.78,80.017,785.8515,163.6158,2.61,0.1,3.323,54.9945,0.1265,0.0013
2881.875,1,0.753,80.3638,1039.9645,179.9546,2.491,0.094,2.713,54.7422,0.2941,0.0029
2882,1,0.718,84.9368,1258.3223,180.4606,2.487,0.09,2.812,54.1023,0.2887,0.0029
2882.125,1,0.7065,83.5881,1222.1864,174.3665,2.5,0.0915,2.902,53.8304,0.2692,0.0027
2882.25,1,0.695,82.9881,1186.0505,168.2763,2.513,0.093,2.992,53.5586,0.2505,0.0025
2882.375,1,0.687,81.2385,1791.5223,199.392,2.511,0.083,2.981,52.0405,0.2249,0.0022
2882.5,1,0.672,80.9048,1815.1417,214.7498,2.569,0.076,2.975,51.6945,0.1264,0.0013
2882.625,1,0.695,81.5795,2173.5405,214.7491,2.603,0.065,3.047,51.6122,0.0731,0.0007
2882.75,1,0.695,83.3401,2211.7532,229.0412,2.604,0.069,3.145,51.0757,0.0782,0.0008
2882.875,1,0.703,84.2431,2020.7806,220.967,2.616,0.054,3.1175,51.0301,0.049,0.0005
2883,1,0.711,84.6961,1829.8081,212.8863,2.628,0.039,3.09,50.9845,0.0276,0.0003
2883.125,1,0.726,81.4468,2257.5854,222.112,2.631,0.045,3.124,50.0846,0.0311,0.0003
2883.25,1,0.757,80.1751,2757.0862,242.3294,2.624,0.044,3.132,50.5093,0.0339,0.0003
2883.375,1,0.776,78.4335,2108.7344,238.5089,2.632,0.066,3.087,49.9966,0.0521,0.0005
2883.5,1,0.811,81.3005,2973.5454,271.7484,2.581,0.055,3.076,51.127,0.0773,0.0008
2883.625,1,0.8265,83.5448,2280.5181,263.6917,2.5775,0.0565,3.032,50.8906,0.0828,0.0008
2883.75,1,0.842,87.6141,1587.4882,255.6241,2.574,0.058,2.988,50.6541,0.0884,0.0009
2883.875,1,0.881,87.3278,667.741,228.7023,2.594,0.046,2.969,51.1327,0.0548,0.0005
2884,1,0.927,89.6518,1392.6769,320.1823,2.628,0.048,3.099,50.6777,0.0354,0.0004
2884.125,1,0.982,90.3455,1242.8773,321.0634,2.645,0.047,3.141,51.0579,0.026,0.0003
2884.25,1,1.001,93.6851,1157.6736,330.9438,2.6525,0.0435,3.1225,50.9783,0.0203,0.0002
2884.375,1,1.02,94.9751,1072.4696,340.833,2.66,0.04,3.104,50.8987,0.0154,0.0002
2884.5,1,1.078,94.2191,1043.8748,345.1268,2.635,0.032,3.031,50.8487,0.0194,0.0002
2884.625,1,1.113,91.6181,1218.5607,381.0573,2.655,0.027,2.977,52.3775,0.0103,0.0001
2884.75,1,1.16,86.4951,1543.5267,408.5608,2.671,0.037,3.006,51.9961,0.0106,0.0001
2884.875,1,1.214,87.0551,2053.6428,393.9166,2.641,0.034,2.937,51.0446,0.0185,0.0002
2885,1,1.245,86.733,2268.1233,390.5755,2.6365,0.0315,2.9995,51.1188,0.0185,0.0002
2885.125,1,1.276,86.2056,2482.6047,387.2262,2.632,0.029,3.062,51.1929,0.0186,0.0002
2885.25,1,1.346,84.244,2348.8169,358.5576,2.654,0.023,3.105,51.2356,0.0088,0.0001
2885.375,1,1.431,83.4058,1931.0411,356.1683,2.641,0.024,3.003,52.5906,0.0127,0.0001
2885.5,1,1.5,88.8681,1611.8951,341.2409,2.653,0.025,2.973,52.3424,0.0099,0.0001
2885.625,1,1.543,91.5726,1540.7437,337.3184,2.6515,0.0385,2.945,52.278,0.0174,0.0002
2885.75,1,1.586,93.1346,1469.5914,333.3826,2.65,0.052,2.917,52.2136,0.0277,0.0003
2885.875,1,1.659,90.1413,1392.0734,311.5119,2.632,0.043,3.049,52.1096,0.0289,0.0003
2886,1,1.764,84.9255,1055.6423,272.5874,2.613,0.044,3.033,52.0181,0.0401,0.0004
2886.125,1,1.864,82.6638,800.7548,263.1109,2.616,0.036,2.993,52.3535,0.0309,0.0003
2886.25,1,1.949,85.5738,1046.5878,282.4077,2.621,0.023,3.028,52.1591,0.0189,0.0002
2886.375,1,2.0035,89.5791,1199.2441,280.5699,2.622,0.029,3.065,51.9229,0.0226,0.0002
2886.5,1,2.058,89.5031,1351.9022,278.7234,2.623,0.035,3.102,51.6867,0.0267,0.0003
2886.625,1,2.189,85.6824,1393.0349,296.5849,2.618,0.035,2.998,51.233,0.0291,0.0003
2886.75,1,2.263,83.8111,1186.3158,286.9274,2.61,0.053,3.037,50.6897,0.0519,0.0005
2886.875,1,2.356,84.2908,964.2002,273.6208,2.599,0.052,3.031,50.522,0.0586,0.0006
2887,1,2.412,82.6793,818.1946,251.3422,2.588,0.054,2.998,50.5638,0.0699,0.0007
2887.125,1,2.468,81.3456,672.1875,228.9528,2.577,0.056,2.965,50.6056,0.0825,0.0008
2887.25,1,2.615,80.8419,558.1257,216.2901,2.605,0.071,2.983,55.6226,0.0803,0.0008
2887.375,1,2.739,81.0804,455.1477,213.9079,2.563,0.099,2.995,56.9853,0.1864,0.0019
2887.5,1,2.844,79.8188,348.5979,191.4867,2.506,0.138,2.916,58.3564,0.4234,0.0042
2887.625,1,2.96,77.0068,241.2569,155.2852,2.535,0.131,2.983,60.0194,0.3325,0.0033
2887.75,1,3.02,73.7934,218.0131,149.725,2.561,0.124,2.9045,59.759,0.2594,0.0026
2887.875,1,3.08,72.4211,194.7334,144.1396,2.587,0.117,2.826,59.4986,0.1966,0.002
2888,1,3.227,74.2274,193.2155,137.614,2.582,0.122,2.877,59.6699,0.2178,0.0022
2888.125,1,3.304,76.2961,160.3498,121.7049,2.6,0.118,2.999,60.4493,0.1798,0.0018
2888.25,1,3.378,76.5664,176.1329,129.1361,2.586,0.136,2.813,61.7721,0.2515,0.0025
2888.375,1,3.498,78.7461,174.3512,129.2526,2.608,0.092,2.835,62.1226,0.1132,0.0011
2888.5,1,3.5365,79.4368,170.9391,137.1573,2.5965,0.1,2.813,63.2523,0.1429,0.0014
2888.625,1,3.575,80.6991,167.5259,134.6254,2.585,0.108,2.791,64.382,0.1768,0.0018
2888.75,1,3.591,77.3871,133.2259,115.7481,2.566,0.152,2.787,62.633,0.3428,0.0034
2888.875,1,3.645,82.0574,123.4298,110.4149,2.58,0.143,2.76,62.5386,0.2842,0.0028
2889,1,4.028,85.1134,109.6268,104.4025,2.557,0.149,2.79,62.187,0.351,0.0035
2889.125,1,3.945,87.1428,110.7773,103.8164,2.5705,0.14,2.796,62.307,0.2925,0.0029
2889.25,1,3.862,80.9661,111.9273,103.2318,2.584,0.131,2.802,62.427,0.2401,0.0024
2889.375,1,3.993,80.4708,124.2607,112.8648,2.579,0.152,2.675,62.4504,0.3161,0.0032
2889.5,1,3.978,79.8861,121.9463,113.388,2.617,0.154,2.743,61.9094,0.2511,0.0025
2889.625,1,4.121,80.5731,121.6179,108.4987,2.591,0.155,2.873,61.561,0.3025,0.003
2889.75,1,4.187,79.6818,136.2614,116.0895,2.572,0.176,2.96,60.4486,0.421,0.0042
2889.875,1,4.1445,79.4733,143.5779,117.4344,2.5855,0.171,3.02,60.0049,0.3707,0.0037
2890,1,4.102,78.5866,150.8858,118.7784,2.599,0.166,3.08,59.5612,0.324,0.0032
2890.125,1,4.249,79.1346,154.4719,113.9255,2.57,0.138,2.839,56.5107,0.2869,0.0029
2890.25,1,4.179,81.0984,161.7361,120.9362,2.54,0.163,2.913,55.3612,0.4445,0.0044
2890.375,1,4.225,81.0998,201.0447,118.9547,2.535,0.145,3.01,53.7423,0.3841,0.0038
2890.5,1,4.2175,79.6141,236.0887,123.2739,2.5395,0.1365,2.968,53.4968,0.3428,0.0034
2890.625,1,4.21,78.7791,271.0459,127.6025,2.544,0.128,2.926,53.2514,0.3041,0.003
2890.75,1,4.14,79.7104,289.2109,124.9058,2.567,0.124,2.925,53.0478,0.2488,0.0025
2890.875,1,4.144,79.8474,376.1866,127.505,2.573,0.129,2.891,53.5662,0.2533,0.0025
2891,1,4.109,82.1178,539.3113,126.3869,2.605,0.105,3.027,54.0612,0.143,0.0014
2891.125,1,4.078,85.0005,590.0437,124.5821,2.556,0.105,3.021,53.5566,0.2129,0.0021
2891.25,1,4.086,87.3141,585.4743,118.5811,2.526,0.127,2.978,53.5355,0.337,0.0034
2891.375,1,4.094,86.1311,580.9049,112.5985,2.496,0.149,2.935,53.5145,0.4949,0.0049
2891.5,1,4.063,87.3701,673.4932,127.0777,2.466,0.144,2.92,53.4483,0.5523,0.0055
2891.625,1,4.04,88.6978,633.419,112.535,2.538,0.149,2.924,52.9452,0.3928,0.0039
2891.75,1,3.877,87.4601,516.9845,105.7641,2.543,0.14,2.93,52.7135,0.348,0.0035
2891.875,1,3.8615,84.9524,546.0103,106.0232,2.556,0.1345,2.964,52.9109,0.3024,0.003
2892,1,3.846,83.2211,575.0359,106.2822,2.569,0.129,2.998,53.1084,0.2604,0.0026
2892.125,1,3.807,82.3874,543.9694,103.7789,2.537,0.135,3.05,53.3356,0.3426,0.0034
2892.25,1,3.738,83.6111,536.2226,99.7505,2.545,0.148,2.96,53.8424,0.3733,0.0037
2892.375,1,3.629,81.8814,448.2434,95.8165,2.555,0.154,2.98,53.727,0.3738,0.0037
2892.5,1,3.552,80.6134,289.2079,87.4776,2.576,0.111,3.04,54.2017,0.1977,0.002
2892.625,1,3.5405,77.9738,283.4885,87.409,2.5745,0.102,3.028,54.1603,0.1772,0.0018
2892.75,1,3.529,78.9731,277.7673,87.3405,2.573,0.093,3.016,54.1188,0.1579,0.0016
2892.875,1,3.428,80.6564,309.6898,83.7703,2.599,0.084,3.062,54.2467,0.1081,0.0011
2893,1,3.366,84.0278,372.9771,82.7721,2.592,0.06,3.143,54.1997,0.0752,0.0008
2893.125,1,3.273,86.1404,391.6046,79.9957,2.608,0.086,3.022,54.0302,0.1022,0.001
2893.25,1,3.2555,87.8198,409.7401,80.8471,2.605,0.072,3.002,54.1107,0.0819,0.0008
2893.375,1,3.238,85.3051,427.8755,81.6974,2.602,0.058,2.982,54.1911,0.0641,0.0006
2893.5,1,3.087,83.1044,506.1129,79.2253,2.587,0.053,3.007,53.5376,0.0693,0.0007
2893.625,1,2.871,85.9861,612.1891,75.6045,2.584,0.059,2.915,53.9605,0.0808,0.0008
2893.75,1,2.7,87.5798,740.1054,73.7139,2.567,0.055,2.925,53.4633,0.0902,0.0009
2893.875,1,2.426,85.9001,840.5649,72.4245,2.577,0.054,3.042,52.979,0.0794,0.0008
2894,1,2.362,80.9111,861.0721,71.3113,2.5805,0.053,3.046,52.7298,0.0748,0.0007
2894.125,1,2.298,78.9831,881.5791,70.2023,2.584,0.052,3.05,52.4806,0.0704,0.0007
2894.25,1,2.151,79.5584,942.8881,67.8454,2.567,0.062,3.048,51.9459,0.1022,0.001
2894.375,1,1.973,79.4014,985.1547,70.552,2.599,0.056,3.046,51.7561,0.0638,0.0006
2894.5,1,1.845,78.9101,1196.5497,74.4331,2.611,0.061,3.033,51.4435,0.0612,0.0006
2894.625,1,1.771,78.5968,1303.5046,75.9167,2.611,0.049,3.084,51.495,0.0467,0.0005
2894.75,1,1.7365,78.9594,1325.8376,76.8021,2.607,0.053,3.1355,51.5355,0.054,0.0005
2894.875,1,1.702,79.6001,1348.1705,77.6851,2.603,0.057,3.187,51.5759,0.062,0.0006
2895,1,1.593,79.8131,1459.1481,79.8618,2.604,0.068,3.036,51.916,0.0767,0.0008
2895.125,1,1.531,78.9751,1644.2841,82.9683,2.582,0.073,3.027,52.2665,0.1062,0.0011
2895.25,1,1.462,80.3904,1671.2488,84.8736,2.591,0.086,3.017,52.5547,0.1207,0.0012
2895.375,1,1.4155,82.2928,1775.4724,87.0725,2.594,0.0775,3.0155,52.6871,0.1017,0.001
2895.5,1,1.369,84.5581,1879.6947,89.2635,2.597,0.069,3.014,52.8195,0.0845,0.0008
2895.625,1,1.291,81.2034,2012.3285,94.8068,2.572,0.085,2.979,53.3185,0.1415,0.0014
2895.75,1,1.218,81.8444,2255.3884,95.7323,2.575,0.083,2.969,53.3756,0.1336,0.0013
2895.875,1,1.144,82.4051,2638.1553,104.8715,2.592,0.097,3.135,53.7777,0.1421,0.0014
2896,1,1.113,87.2224,2188.2317,108.2442,2.598,0.073,3.171,54.0537,0.09,0.0009
2896.125,1,1.086,87.1719,2025.7183,113.0784,2.6015,0.0685,3.1775,54.2447,0.0796,0.0008
2896.25,1,1.059,86.3296,1863.2057,117.9022,2.605,0.064,3.184,54.4357,0.07,0.0007
2896.375,1,1.009,80.2613,2228.8484,123.2033,2.609,0.077,3.111,54.8709,0.0861,0.0009
2896.5,1,0.974,77.7844,2604.1123,134.3689,2.613,0.088,3.118,54.5272,0.1006,0.001
2896.625,1,0.951,75.5481,2811.7739,134.179,2.62,0.065,2.939,53.9944,0.0595,0.0006
2896.75,1,0.9275,78.1366,3227.4636,138.5141,2.633,0.052,3.043,53.5597,0.0365,0.0004
2896.875,1,0.904,79.1826,3643.1514,142.8411,2.646,0.039,3.147,53.125,0.0198,0.0002
2897,1,0.873,84.8243,2910.5837,176.116,2.641,0.043,3.167,52.1878,0.0247,0.0002
2897.125,1,0.846,86.0584,5346.4512,187.3978,2.655,0.036,3.203,51.4742,0.0148,0.0001
2897.25,1,0.835,86.5624,402.0419,60202.3477,2.66,0.027,3.128,51.0822,0.009,0.0001
2897.375,1,0.835,81.5988,4825.4834,212.1543,2.655,0.024,3.073,50.918,0.009,0.0001
2897.5,1,0.823,80.4899,4183.9077,237.0792,2.6605,0.025,3.07,51.0016,0.0081,0.0001
2897.625,1,0.811,79.5586,3542.3337,261.9634,2.666,0.026,3.067,51.0852,0.0073,0.0001
2897.75,1,0.788,82.4706,6833.3872,259.9,2.667,0.035,3.052,51.267,0.0107,0.0001
2897.875,1,0.796,86.5468,7672.5859,284.8166,2.676,0.034,3.031,51.247,0.0081,0.0001
2898,1,0.788,85.5624,7733.1372,281.5634,2.668,0.029,3.025,51.2231,0.008,0.0001
2898.125,1,0.7805,83.8953,6432.2769,282.6903,2.671,0.027,3.025,51.0893,0.0066,0.0001
2898.25,1,0.773,82.0966,5131.4175,283.8166,2.674,0.025,3.025,50.9556,0.0054,0.0001
2898.375,1,0.788,85.6299,2749.3271,282.2121,2.671,0.036,3.025,51.7557,0.0101,0.0001
2898.5,1,0.776,86.5191,3012.3914,301.1855,2.664,0.042,3.05,51.417,0.0152,0.0002
2898.625,1,0.78,85.4208,4010.4841,323.4716,2.647,0.043,3.095,52.1628,0.0222,0.0002
2898.75,1,0.788,86.6501,3572.8035,322.2676,2.655,0.049,3.02,51.879,0.0231,0.0002
2898.875,1,0.796,87.8093,3457.4297,321.4737,2.6485,0.0455,2.9665,52.0273,0.0233,0.0002
2899,1,0.804,88.2416,3342.0554,320.6793,2.642,0.042,2.913,52.1756,0.0235,0.0002
2899.125,1,0.811,87.4196,3422.1824,329.1954,2.668,0.044,2.943,52.0672,0.015,0.0002
2899.25,1,0.819,87.1561,2548.8596,356.999,2.668,0.038,3.032,52.124,0.0119,0.0001
2899.375,1,0.835,86.2861,2116.8481,311.6054,2.678,0.045,2.984,52.2588,0.0124,0.0001
2899.5,1,0.835,85.2868,2051.5527,315.0528,2.6715,0.0435,3.056,52.1783,0.0136,0.0001
2899.625,1,0.835,86.6261,1986.2573,318.4997,2.665,0.042,3.128,52.2649,0.0149,0.0001
2899.75,1,0.842,87.6921,1827.5073,298.4277,2.636,0.056,3.078,52.3516,0.0387,0.0004
2899.875,1,0.869,87.5745,1552.0731,293.1899,2.6,0.056,2.972,52.5288,0.063,0.0006
2900,1,0.873,84.6148,1863.7677,302.8691,2.636,0.071,2.982,52.7205,0.0553,0.0006
2900.125,1,0.873,87.3358,1926.1017,296.3423,2.621,0.072,2.783,53.3583,0.0681,0.0007
2900.25,1,0.8885,89.4081,1819.5245,292.496,2.6335,0.0695,2.846,53.5577,0.0552,0.0006
2900.375,1,0.904,92.4901,1712.9468,288.645,2.646,0.067,2.909,53.7571,0.044,0.0004
2900.5,1,0.904,88.5208,1311.317,276.2093,2.615,0.085,2.965,54.0872,0.0934,0.0009
2900.625,1,0.912,81.6314,982.2748,251.5918,2.582,0.108,2.974,54.4878,0.1811,0.0018
2900.75,1,0.912,77.1001,904.0025,250.175,2.571,0.088,3.028,55.1281,0.1493,0.0015
2900.875,1,0.935,76.6795,1060.7794,250.9288,2.586,0.087,2.979,54.5017,0.1286,0.0013
2901,1,0.943,80.4741,998.1277,253.6693,2.5865,0.0955,3.002,54.2945,0.1459,0.0015
2901.125,1,0.951,83.2061,935.4756,256.4109,2.587,0.104,3.025,54.0874,0.1644,0.0016
2901.25,1,0.951,79.7311,649.9838,230.1384,2.548,0.102,3.008,53.5554,0.2175,0.0022
2901.375,1,0.951,78.7825,516.8359,214.8634,2.582,0.072,3.052,53.3816,0.1044,0.001
2901.5,1,0.958,77.9355,635.0171,224.323,2.64,0.07,3.205,53.3107,0.0513,0.0005
2901.625,1,0.96,83.1478,791.6343,231.8996,2.639,0.0785,3.16,52.9949,0.0626,0.0006
2901.75,1,0.962,85.1861,948.2516,239.4753,2.638,0.087,3.115,52.679,0.0754,0.0008
2901.875,1,0.958,86.0951,1180.6677,234.8722,2.627,0.087,3.099,53.1939,0.0852,0.0009
2902,1,0.951,83.0831,1527.1006,241.698,2.588,0.088,3.058,53.0646,0.1282,0.0013
2902.125,1,0.958,83.4764,1296.0795,236.0767,2.593,0.082,3.002,53.3366,0.1109,0.0011
2902.25,1,0.962,81.0201,908.9551,222.857,2.613,0.087,3.035,53.5212,0.0989,0.001
2902.375,1,0.9565,82.8738,733.6259,213.1881,2.6115,0.0805,3.061,53.6984,0.0894,0.0009
2902.5,1,0.951,81.7111,558.2968,203.5198,2.61,0.074,3.087,53.8756,0.0804,0.0008
2902.625,1,0.943,84.4924,891.5912,227.5311,2.586,0.084,3.099,54.1509,0.1226,0.0012
2902.75,1,0.951,85.6501,813.2966,225.6162,2.589,0.105,2.998,54.5944,0.164,0.0016
2902.875,1,0.927,82.3098,616.6042,208.5938,2.581,0.093,2.894,54.1756,0.1474,0.0015
2903,1,0.927,79.5964,597.9785,204.4002,2.598,0.0915,2.8855,54.2992,0.1235,0.0012
2903.125,1,0.927,79.4591,579.3528,200.2062,2.615,0.09,2.877,54.4228,0.1021,0.001
2903.25,1,0.904,81.6678,306.8688,162.9876,2.637,0.082,2.929,54.1428,0.069,0.0007
2903.375,1,0.904,85.6948,454.3446,187.6987,2.594,0.072,2.937,53.8974,0.0922,0.0009
2903.5,1,0.889,89.3918,690.2368,211.3792,2.602,0.069,2.97,53.6314,0.08,0.0008
2903.625,1,0.893,93.1981,886.3717,219.4619,2.632,0.077,2.963,53.4015,0.0661,0.0007
2903.75,1,0.883,91.3194,984.5883,221.9567,2.637,0.0775,2.9995,53.4061,0.0629,0.0006
2903.875,1,0.873,85.9041,1082.8048,224.4496,2.642,0.078,3.036,53.4106,0.0597,0.0006
2904,1,0.866,82.2468,534.0951,198.5301,2.633,0.062,2.985,54.019,0.0468,0.0005
2904.125,1,0.85,81.4554,830.3054,219.524,2.633,0.066,2.909,54.2155,0.0514,0.0005
2904.25,1,0.846,84.0588,1597.0121,230.1661,2.643,0.078,3.064,54.134,0.0589,0.0006
2904.375,1,0.8405,84.9438,1092.7288,212.3968,2.6335,0.0895,3.104,54.2163,0.0832,0.0008
2904.5,1,0.835,83.8741,588.446,194.6245,2.624,0.101,3.144,54.2986,0.1125,0.0011
2904.625,1,0.819,82.1881,267.8266,156.3972,2.605,0.082,2.985,54.1683,0.0983,0.001
2904.75,1,0.811,79.5291,211.6521,140.6398,2.588,0.076,2.883,54.1163,0.1053,0.0011
2904.875,1,0.8,77.1204,414.6238,187.3294,2.633,0.079,2.843,54.4455,0.0681,0.0007
2905,1,0.804,76.2168,1293.8931,238.6663,2.639,0.071,2.94,54.5544,0.0532,0.0005
2905.125,1,0.7845,78.6884,1928.7461,246.3461,2.6185,0.0835,2.989,54.9237,0.0876,0.0009
2905.25,1,0.765,83.3121,2563.5962,254.0132,2.598,0.096,3.038,55.293,0.1326,0.0013
2905.375,1,0.765,87.4464,3186.9517,271.0035,2.563,0.12,2.987,55.209,0.2439,0.0024
2905.5,1,0.742,87.7038,2966.4895,249.5294,2.551,0.113,3.085,54.926,0.2439,0.0024
2905.625,1,0.742,85.7604,3123.4211,274.9668,2.572,0.078,2.97,54.2999,0.1269,0.0013
2905.75,1,0.726,81.6931,3517.7183,282.1083,2.637,0.067,3.149,53.8112,0.0498,0.0005
2905.875,1,0.722,80.4313,4063.7156,284.6559,2.653,0.0575,3.1195,53.3555,0.0308,0.0003
2906,1,0.718,80.2986,4609.7119,287.2026,2.669,0.048,3.09,52.8998,0.017,0.0002
2906.125,1,0.707,80.8423,4651.8242,311.6348,2.66,0.03,3.031,52.4868,0.0103,0.0001
2906.25,1,0.703,78.3068,5523.1553,315.0977,2.651,0.044,3.031,52.4653,0.0212,0.0002
2906.375,1,0.68,81.2948,7234.144,320.2687,2.659,0.041,3.018,52.519,0.0163,0.0002
2906.5,1,0.682,81.7508,7908.5391,316.3843,2.645,0.0435,2.969,52.4968,0.0234,0.0002
2906.625,1,0.684,82.8581,8582.9346,312.499,2.631,0.046,2.92,52.4746,0.032,0.0003
2906.75,1,0.68,76.3434,8347.1924,304.4802,2.678,0.06,3.013,52.8323,0.0214,0.0002
2906.875,1,0.672,77.3701,7923.812,330.196,2.678,0.038,3.034,52.959,0.0092,0.0001
2907,1,0.672,78.1454,7786.7407,357.2361,2.678,0.039,3.009,52.8274,0.0096,0.0001
2907.125,1,0.672,81.9584,8975.5957,326.2125,2.669,0.035,3.036,52.4977,0.0102,0.0001
2907.25,1,0.672,82.2024,9536.9727,337.699,2.674,0.037,3.0485,52.5407,0.0098,0.0001
2907.375,1,0.672,86.6701,10098.3496,349.2003,2.679,0.039,3.061,52.5837,0.0094,0.0001
2907.5,1,0.672,83.3618,7659.6592,352.3578,2.647,0.03,3.012,52.6317,0.0141,0.0001
2907.625,1,0.687,81.6111,6146.3442,363.6485,2.662,0.032,2.895,52.4509,0.0107,0.0001
2907.75,1,0.684,78.8394,6240.4072,379.1581,2.669,0.037,3.001,53.4233,0.0111,0.0001
2907.875,1,0.6895,81.9596,6039.498,372.9038,2.665,0.035,2.99,53.2909,0.0113,0.0001
2908,1,0.695,81.0326,5838.5884,366.6471,2.661,0.033,2.979,53.1586,0.0114,0.0001
2908.125,1,0.695,78.9096,4955.3467,365.0895,2.641,0.039,2.962,53.1999,0.0218,0.0002
2908.25,1,0.695,81.2581,4578.9546,358.0507,2.639,0.053,2.951,52.9963,0.0341,0.0003
2908.375,1,0.718,81.8634,4659.8052,368.5687,2.646,0.035,3.021,52.5556,0.0173,0.0002
2908.5,1,0.707,84.3718,5564.6851,369.6417,2.622,0.049,2.926,52.9546,0.0398,0.0004
2908.625,1,0.7125,82.6681,4784.8691,364.8839,2.6485,0.0455,2.9565,52.7967,0.0233,0.0002
2908.75,1,0.718,82.9671,4005.0518,360.1242,2.675,0.042,2.987,52.6388,0.0118,0.0001
2908.875,1,0.726,83.0108,3398.0015,359.8564,2.664,0.032,3,53.0144,0.0102,0.0001
2909,1,0.726,86.9124,3722.0903,367.3588,2.667,0.035,3.028,53.1266,0.0107,0.0001
2909.125,1,0.757,90.0014,3761.0081,351.6291,2.671,0.05,2.916,53.2729,0.0175,0.0002
2909.25,1,0.761,91.5043,4045.6448,357.0214,2.666,0.0505,2.948,53.415,0.0197,0.0002
2909.375,1,0.765,89.2236,4330.2817,362.4152,2.661,0.051,2.98,53.557,0.022,0.0002
2909.5,1,0.776,86.8903,3828.5984,368.6719,2.629,0.039,2.874,53.3654,0.0271,0.0003
2909.625,1,0.811,84.3701,3121.1418,355.5328,2.652,0.06,2.937,53.4788,0.0336,0.0003
2909.75,1,0.827,82.1604,1655.4443,314.8695,2.639,0.053,2.951,54.4839,0.0341,0.0003
2909.875,1,0.842,83.0381,1482.8862,324.3606,2.623,0.052,2.995,54.9965,0.0423,0.0004
2910,1,0.8615,83.7746,1341.6117,316.1693,2.6175,0.061,3.0065,54.9505,0.0563,0.0006
2910.125,1,0.881,83.8726,1200.3364,307.9647,2.612,0.07,3.018,54.9045,0.0727,0.0007
2910.25,1,0.893,82.1209,939.6815,289.2246,2.587,0.097,2.975,55.732,0.1485,0.0015
2910.375,1,0.927,83.4838,830.2429,275.8544,2.542,0.103,3.002,56.5265,0.2302,0.0023
2910.5,1,0.943,84.5158,646.4718,245.9657,2.526,0.093,2.963,56.7916,0.2283,0.0023
2910.625,1,0.9505,83.7901,710.9913,256.3567,2.5435,0.095,2.966,57.096,0.2057,0.0021
2910.75,1,0.958,78.8181,775.5109,266.7494,2.561,0.097,2.969,57.0436,0.1843,0.0018
2910.875,1,0.982,76.1204,930.2714,286.1685,2.556,0.122,3.066,56.9913,0.2622,0.0026
2911,1,1.02,74.6821,735.2451,261.1487,2.523,0.115,2.975,56.3232,0.3017,0.003
2911.125,1,1.055,76.0318,855.017,271.9286,2.539,0.092,2.946,56.1749,0.2047,0.002
2911.25,1,1.078,73.6464,964.3909,276.4408,2.584,0.097,3.053,55.8737,0.1524,0.0015
