TDEP,Cons,CAL,GR,LLD,LLS,RHOB,NPHI,PEF,DT,PHIF  (%),PHIf
2515,1,1.172,88.4457,34.15,17.0793,2.519,0.187,5.194,63.6663,3.1657,0.0317
2515.125,1,1.201,85.8127,36.9118,19.6193,2.5915,0.192,5.026,62.7871,2.5403,0.0254
2515.25,1,1.23,89.236,39.6642,22.1637,2.664,0.197,4.858,61.908,1.9667,0.0197
2515.375,1,1.25,89.672,46.5697,27.5823,2.554,0.182,3.304,61.4267,2.7344,0.0273
2515.5,1,1.312,90.9363,55.1042,27.4957,2.502,0.204,3.346,62.3799,3.646,0.0365
2515.625,1,1.242,90.3287,61.3288,26.4752,2.571,0.175,3.429,59.207,2.4604,0.0246
2515.75,1,1.149,92.5957,64.6811,30.2332,2.577,0.1855,3.34,58.956,2.5722,0.0257
2515.875,1,1.056,92.051,68.0272,33.9965,2.583,0.196,3.251,58.705,2.6858,0.0269
2516,1,1.01,91.359,70.6522,40.6549,2.6,0.156,3.245,59.832,1.9148,0.0191
2516.125,1,0.789,87.5307,70.5512,40.3819,2.612,0.11,3.261,58.9892,1.2081,0.0121
2516.25,1,0.746,85.306,76.6191,37.0182,2.601,0.12,3.127,59.0165,1.4139,0.0141
2516.375,1,0.638,84.6463,95.4606,34.2088,2.595,0.149,3.292,60.1878,1.8562,0.0186
2516.5,1,0.5875,87.3737,110.375,34.2713,2.58,0.1635,3.257,59.8163,2.1998,0.022
2516.625,1,0.537,88.748,125.237,34.3338,2.565,0.178,3.222,59.4448,2.5644,0.0256
2516.75,1,0.545,90.7183,163.893,39.3141,2.538,0.182,2.94,58.9898,2.8902,0.0289
2516.875,1,0.46,88.6407,192.212,40.9348,2.574,0.151,2.898,58.8489,2.0645,0.0206
2517,1,0.367,89.218,142.389,38.9831,2.54,0.146,3.176,72.7253,2.2901,0.0229
2517.125,1,0.3515,87.7302,67.7325,56.7678,2.5385,0.141,3.27,64.4156,2.2268,0.0223
2517.25,1,0.336,90.0995,79.5744,74.7734,2.537,0.136,3.364,56.1059,2.164,0.0216
2517.375,1,0.328,89.4282,51.9749,31.1538,2.574,0.108,3.16,57.0564,1.4631,0.0146
2517.5,1,0.406,86.978,96.9524,122.227,2.541,0.139,3.008,58.5451,2.174,0.0217
2517.625,1,0.487,85.2123,40.2037,48.9225,2.495,0.143,2.928,60.5122,2.6606,0.0266
2517.75,1,0.452,80.6077,29.0563,28.9274,2.487,0.191,2.579,61.69,3.569,0.0357
2517.875,1,0.487,78.3237,28.6035,27.6559,2.4925,0.197,2.7345,64.504,3.6196,0.0362
2518,1,0.522,75.897,28.1502,26.3849,2.498,0.203,2.89,67.318,3.6705,0.0367
2518.125,1,0.669,78.639,24.6582,22.5749,2.494,0.214,2.819,69.2408,3.9176,0.0392
2518.25,1,0.754,82.7057,23.2498,20.6474,2.48,0.192,2.695,70.7295,3.6618,0.0366
2518.375,1,0.746,85.1553,18.2122,15.4532,2.428,0.227,2.726,74.1192,4.9246,0.0492
2518.5,1,0.746,87.3553,16.3017,13.8219,2.403,0.25,3.0245,73.0692,5.707,0.0571
2518.625,1,0.746,89.574,14.3771,12.1908,2.378,0.273,3.323,72.7198,6.527,0.0653
2518.75,1,0.731,92.345,12.4204,10.2206,2.4,0.218,3.497,72.3704,5.0749,0.0507
2518.875,1,0.677,96.3293,13.0902,10.1193,2.424,0.228,3.324,72.553,4.9925,0.0499
2519,1,0.514,96.4547,14.3631,10.629,2.453,0.201,3.308,71.6414,4.1251,0.0413
2519.125,1,0.557,97.345,17.7709,12.5453,2.418,0.146,3.051,67.6734,3.4851,0.0349
2519.25,1,0.5665,93.7642,18.1417,12.4801,2.423,0.1625,3.194,67.0531,3.7322,0.0373
2519.375,1,0.576,90.7845,18.512,12.4149,2.428,0.179,3.337,66.4329,3.9852,0.0399
2519.5,1,0.568,89.4682,20.8562,13.2016,2.505,0.198,3.452,65.4162,3.5053,0.0351
2519.625,1,0.534,89.691,22.0411,13.3328,2.51,0.154,2.87,66.6162,2.6971,0.027
2519.75,1,0.506,92.8207,19.0729,11.8544,2.509,0.193,3.039,66.978,3.3739,0.0337
2519.875,1,0.491,96.032,15.7764,9.908,2.462,0.179,3.283,71.9183,3.6167,0.0362
2520,1,0.483,97.6679,15.8777,9.8356,2.4715,0.1445,3.367,72.2874,2.9136,0.0291
2520.125,1,0.475,96.3605,15.9789,9.7633,2.481,0.11,3.451,72.6565,2.267,0.0227
2520.25,1,0.483,94.2562,15.1263,9.4023,2.48,0.156,3.215,75.4135,3.0245,0.0302
2520.375,1,1.219,93.779,12.1465,7.8329,2.443,0.196,3.296,76.0249,4.1413,0.0414
2520.5,1,1.575,94.4363,10.3366,7.1699,2.448,0.252,3.588,78.0959,5.1969,0.052
2520.625,1,1.637,94.367,11.8618,8.1433,2.4565,0.2715,3.1305,80.0844,5.4998,0.055
2520.75,1,1.699,94.543,13.3749,9.1163,2.465,0.291,2.673,82.0729,5.8084,0.0581
2520.875,1,1.765,93.3863,13.4806,9.6073,2.435,0.255,2.476,83.7516,5.4173,0.0542
2521,1,1.985,92.0683,10.9045,8.6751,2.408,0.274,2.673,86.316,6.1619,0.0616
2521.125,1,2.194,96.873,10.0873,8.6463,2.364,0.328,3.202,88.1576,7.9825,0.0798
2521.25,1,2.194,105.77,9.3673,7.7264,2.3,0.309,3.909,89.0222,8.4243,0.0842
2521.375,1,2.2675,115.075,9.0697,7.601,2.3015,0.278,4.172,88.1859,7.6649,0.0766
2521.5,1,2.341,118.504,8.771,7.4747,2.303,0.247,4.435,87.3496,6.9287,0.0693
2521.625,1,2.008,115.448,8.6793,7.6205,2.321,0.307,5.175,88.7646,8.0813,0.0808
2521.75,1,2.07,115.488,8.2685,7.4855,2.341,0.291,5.121,88.4086,7.4291,0.0743
2521.875,1,2.094,113.565,7.9069,7.2335,2.361,0.256,3.57,89.6924,6.3704,0.0637
2522,1,2.0975,114.083,7.6493,7.1083,2.3685,0.2385,3.575,89.607,5.8929,0.0589
2522.125,1,2.101,109.238,7.3911,6.983,2.376,0.221,3.58,89.5216,5.4279,0.0543
2522.25,1,2.148,107.554,7.5388,7.0723,2.297,0.231,3.967,87.7728,6.6469,0.0665
2522.375,1,1.877,103.696,8.1325,7.6459,2.358,0.217,5.029,82.6293,5.5652,0.0557
2522.5,1,1.648,107.134,8.8571,7.8474,2.425,0.16,3.414,77.4817,3.6648,0.0366
2522.625,1,1.505,105.406,10.9843,8.7222,2.501,0.164,3.7,67.3066,2.9516,0.0295
2522.75,1,1.414,105.149,11.7815,9.2898,2.5725,0.1545,3.855,64.4414,2.1299,0.0213
2522.875,1,1.323,96.8905,12.5741,9.8564,2.644,0.145,4.01,61.5761,1.412,0.0141
2523,1,1.149,97.2952,12.6944,10.048,2.599,0.172,3.868,61.6729,2.1601,0.0216
2523.125,1,1.087,100.731,12.8477,9.6459,2.621,0.154,3.453,61.7685,1.7125,0.0171
2523.25,1,0.971,104.821,11.7159,8.7556,2.621,0.148,3.353,60.3394,1.6301,0.0163
2523.375,1,0.8585,102.543,11.3332,8.5348,2.5935,0.124,3.3055,60.0102,1.5236,0.0152
2523.5,1,0.746,98.532,10.9502,8.3142,2.566,0.1,3.258,59.681,1.42,0.0142
2523.625,1,0.464,94.892,10.8113,8.0818,2.62,0.068,3.453,57.101,0.6949,0.0069
2523.75,1,0.359,98.3437,14.1358,10.822,2.649,0.083,3.289,59.9377,0.6759,0.0068
2523.875,1,0.371,102.426,14.0462,10.8692,2.607,0.063,3.201,58.5426,0.7206,0.0072
2524,1,0.29,109.078,14.5556,11.1937,2.612,0.083,3.177,61.8905,0.8978,0.009
2524.125,1,0.282,108.528,15.0585,11.4884,2.6075,0.0825,3.146,61.8226,0.921,0.0092
2524.25,1,0.274,107.238,15.5603,11.7831,2.603,0.082,3.115,61.7547,0.9444,0.0094
2524.375,1,0.22,106.651,15.7954,11.4008,2.634,0.062,3.157,60.2612,0.5617,0.0056
2524.5,1,0.243,108.241,15.065,11.2039,2.627,0.058,3.019,57.5274,0.5625,0.0056
2524.625,1,0.29,109.81,14.6405,11.2017,2.629,0.06,3.081,55.9488,0.57,0.0057
2524.75,1,0.321,108.997,14.3451,10.9521,2.579,0.045,3.32,56.7938,0.7045,0.007
2524.875,1,0.3365,108.42,14.5257,11.147,2.5615,0.048,3.3355,57.0729,0.8394,0.0084
2525,1,0.352,110.276,14.7061,11.3419,2.544,0.051,3.351,57.352,0.9834,0.0098
2525.125,1,0.394,112.825,20.299,14.105,2.539,0.061,3.797,56.9449,1.1324,0.0113
2525.25,1,0.398,111.519,19.2924,13.9701,2.582,0.063,4.038,57.9519,0.8714,0.0087
2525.375,1,0.522,111.251,14.0565,11.7467,2.558,0.064,3.948,57.1744,1.0379,0.0104
2525.5,1,0.586,112.287,15.6452,12.7062,2.596,0.047,3.672,56.6142,0.6281,0.0063
2525.625,1,0.65,117.495,17.2251,13.6664,2.634,0.03,3.396,56.054,0.3047,0.003
2525.75,1,0.739,115.069,15.2091,13.0454,2.596,0.048,2.84,55.3389,0.6375,0.0064
2525.875,1,0.638,114.588,15.6525,14.1808,2.592,0.063,2.912,54.5823,0.8097,0.0081
2526,1,0.568,115.214,20.0645,16.9076,2.631,0.047,3.072,54.9905,0.4477,0.0045
2526.125,1,0.429,119.422,30.7411,22.8508,2.627,0.046,2.979,53.0363,0.4587,0.0046
2526.25,1,0.406,118.882,35.0006,27.0087,2.633,0.04,2.9905,52.3974,0.3827,0.0038
2526.375,1,0.383,114.433,39.2331,31.1768,2.639,0.034,3.002,51.7585,0.3122,0.0031
2526.5,1,0.367,108.614,42.3548,35.1333,2.628,0.037,3.166,50.5745,0.3821,0.0038
2526.625,1,0.375,103.591,43.6856,36.2874,2.64,0.037,3.176,52.5763,0.3296,0.0033
2526.75,1,0.383,103.21,47.8974,40.2227,2.621,0.04,3.116,55.8749,0.4383,0.0044
2526.875,1,0.3675,104.486,39.8335,36.3299,2.619,0.0425,3.096,55.5469,0.4686,0.0047
2527,1,0.352,104.729,31.689,32.4492,2.617,0.045,3.076,55.219,0.4996,0.005
2527.125,1,0.359,103.934,26.3745,28.3961,2.591,0.034,3.173,54.9056,0.5362,0.0054
2527.25,1,0.398,108.876,26.7495,25.9422,2.599,0.045,3.153,56.7548,0.5932,0.0059
2527.375,1,0.348,108.264,26.255,24.3343,2.639,0.043,3.029,57.7322,0.3787,0.0038
2527.5,1,0.352,113.739,23.1937,21.9987,2.654,0.046,2.902,58.6568,0.3355,0.0034
2527.625,1,0.35,113.872,20.6162,20.1727,2.6365,0.045,2.9115,59.3023,0.4057,0.0041
2527.75,1,0.348,119.953,18.0197,18.3484,2.619,0.044,2.921,59.9477,0.4812,0.0048
2527.875,1,0.375,113.21,15.6229,16.7694,2.622,0.054,2.857,60.6607,0.5529,0.0055
2528,1,0.359,107.997,21.097,21.2646,2.593,0.066,2.863,60.9187,0.835,0.0084
2528.125,1,0.383,103.94,34.4308,27.5741,2.591,0.055,3.035,59.4782,0.7341,0.0073
2528.25,1,0.3675,102.849,28.7786,24.1726,2.5885,0.0565,3.068,58.5988,0.7639,0.0076
2528.375,1,0.352,99.904,23.0658,20.779,2.586,0.058,3.101,57.7194,0.7943,0.0079
2528.5,1,0.348,97.0794,18.1573,17.4015,2.586,0.081,2.945,56.8534,1.0451,0.0105
2528.625,1,0.383,99.766,20.0933,18.1466,2.604,0.064,2.897,57.8889,0.7481,0.0075
2528.75,1,0.414,103.666,34.8952,24.1525,2.601,0.068,3.115,58.1654,0.807,0.0081
2528.875,1,0.429,106.254,34.289,22.9819,2.537,0.061,2.983,57.6394,1.1463,0.0115
2529,1,0.4405,106.059,37.6864,24.4289,2.549,0.057,2.9805,56.948,1.0181,0.0102
2529.125,1,0.452,107.38,41.0687,25.8775,2.561,0.053,2.978,56.2566,0.8959,0.009
2529.25,1,0.468,111.096,40.9423,25.1952,2.598,0.045,2.92,55.8462,0.5986,0.006
2529.375,1,0.46,110.066,43.1904,26.0092,2.639,0.046,3.063,56.1344,0.402,0.004
2529.5,1,0.452,104.314,54.4225,28.3774,2.652,0.054,3.198,52.8405,0.4052,0.0041
2529.625,1,0.4715,98.9785,57.7874,28.9554,2.649,0.0525,3.2715,51.0122,0.4072,0.0041
2529.75,1,0.491,98.7595,61.1442,29.5338,2.646,0.051,3.345,51.5673,0.4092,0.0041
2529.875,1,0.464,104.654,45.8318,26.5208,2.597,0.044,3.186,52.1223,0.5948,0.0059
2530,1,0.506,107.503,75.8702,32.8745,2.632,0.028,3.12,51.0333,0.2988,0.003
2530.125,1,0.545,110.368,57.7914,27.0775,2.622,0.032,3.156,51.1686,0.3707,0.0037
2530.25,1,0.592,106.669,52.4047,26.4478,2.623,0.067,3.203,51.5768,0.6682,0.0067
2530.375,1,0.6265,105.07,50.9029,26.0266,2.606,0.069,3.1515,53.2945,0.7871,0.0079
2530.5,1,0.661,102.507,49.3989,25.6052,2.589,0.071,3.1,55.0121,0.9136,0.0091
2530.625,1,0.723,102.389,52.626,25.9158,2.582,0.087,3.302,53.3859,1.1426,0.0114
2530.75,1,0.754,102.798,49.1477,24.001,2.564,0.07,3.326,54.4271,1.0666,0.0107
2530.875,1,0.77,101.272,54.1995,24.1294,2.56,0.071,2.974,54.9462,1.1055,0.0111
2531,1,0.801,104.718,55.803,25.6114,2.59,0.078,2.941,56.0983,0.9845,0.0098
2531.125,1,1.126,107.043,54.3313,24.8435,2.579,0.07,3.012,55.5728,0.967,0.0097
2531.25,1,1.451,110.71,52.8528,24.0721,2.568,0.062,3.083,55.0474,0.9496,0.0095
2531.375,1,1.056,107.866,40.1206,20.4195,2.209,0.054,3.329,55.8579,4.0432,0.0404
2531.5,1,1.118,105.992,38.5633,20.2616,2.467,0.067,3.28,55.7954,1.7551,0.0176
2531.625,1,1.149,101.25,41.2088,19.9478,2.589,0.054,3.094,55.424,0.7358,0.0074
2531.75,1,1.155,100.314,40.5626,19.8863,2.593,0.057,3.0705,55.5326,0.7424,0.0074
2531.875,1,1.161,99.1145,39.9158,19.8248,2.597,0.06,3.047,55.6412,0.7491,0.0075
2532,1,1.242,102.034,43.3622,19.2286,2.62,0.061,3.174,54.981,0.6278,0.0063
2532.125,1,1.277,106.875,44.1957,19.6551,2.471,0.061,3.25,56.9234,1.6399,0.0164
2532.25,1,1.281,106.601,40.6014,18.3585,2.36,0.084,3.214,58.8794,2.9933,0.0299
2532.375,1,1.3,106.348,35.6245,16.5777,2.632,0.089,3.719,60.1782,0.837,0.0084
2532.5,1,1.3485,101.777,34.4389,15.7033,2.587,0.09,3.484,62.7402,1.1435,0.0114
2532.625,1,1.397,99.9255,33.2508,14.8287,2.542,0.091,3.249,65.3023,1.4856,0.0149
2532.75,1,1.451,99.9299,34.6407,15.5739,2.492,0.12,3.443,58.4619,2.3222,0.0232
2532.875,1,1.544,101.328,34.3845,15.3961,2.465,0.143,3.365,56.1646,2.9525,0.0295
2533,1,1.559,106.64,32.4919,14.1469,2.47,0.105,3.395,60.297,2.2891,0.0229
2533.125,1,1.534,107.758,33.8947,15.3269,2.4805,0.104,3.3085,61.1121,2.1798,0.0218
2533.25,1,1.509,108.105,35.2941,16.5068,2.491,0.103,3.222,61.9272,2.0725,0.0207
2533.375,1,1.435,105.201,36.6059,15.9672,2.47,0.096,3.227,61.4916,2.1517,0.0215
2533.5,1,1.346,99.1727,40.1258,16.2672,2.502,0.095,3.309,65.5862,1.8617,0.0186
2533.625,1,1.335,93.8,41.3513,18.4818,2.561,0.1,3.164,65.4236,1.4579,0.0146
2533.75,1,1.312,90.2984,37.9056,16.6442,2.522,0.091,3.119,65.2809,1.6423,0.0164
2533.875,1,1.304,89.4292,31.4522,14.8088,2.493,0.1065,3.0385,66.0387,2.1073,0.0211
2534,1,1.296,87.4125,24.9234,12.9742,2.464,0.122,2.958,66.7964,2.6139,0.0261
2534.125,1,1.226,84.4182,17.6599,9.6759,2.471,0.135,3.009,67.9977,2.7598,0.0276
2534.25,1,1.161,82.973,15.2268,8.5039,2.511,0.106,2.904,66.7835,1.9445,0.0194
2534.375,1,1.141,80.8444,15.0853,9.1662,2.537,0.1,2.591,63.9076,1.6454,0.0165
2534.5,1,1.139,79.4474,16.135,8.8122,2.523,0.1005,2.394,62.3578,1.7656,0.0177
2534.625,1,1.137,78.656,17.1804,8.4581,2.509,0.101,2.197,60.808,1.8891,0.0189
2534.75,1,1.219,78.216,18.2682,8.8067,2.496,0.12,2.544,65.1825,2.286,0.0229
2534.875,1,1.405,77.915,18.1136,9.062,2.527,0.119,2.908,64.7827,1.9977,0.02
2535,1,1.463,77.845,18.5084,9.3958,2.523,0.14,2.996,64.4423,2.3513,0.0235
2535.125,1,1.513,81.927,18.2862,9.4364,2.498,0.186,2.658,65.581,3.3639,0.0336
2535.25,1,1.482,82.5904,19.8012,10.1986,2.475,0.2095,2.5965,67.0383,4.0421,0.0404
2535.375,1,1.451,79.743,21.3085,10.9602,2.452,0.233,2.535,68.4956,4.7627,0.0476
2535.5,1,1.435,76.0097,23.5361,11.7952,2.415,0.213,2.553,70.2756,4.7955,0.048
2535.625,1,1.451,78.8653,24.2049,12.6374,2.432,0.197,2.438,75.4815,4.2841,0.0428
2535.75,1,1.466,87.838,26.0646,13.0872,2.455,0.281,2.585,76.5348,5.7196,0.0572
2535.875,1,1.335,94.9903,28.3994,12.6669,2.512,0.326,2.907,78.0356,5.9702,0.0597
2536,1,1.2245,96.9817,25.9858,12.0002,2.478,0.3125,2.7005,76.9585,6.1088,0.0611
2536.125,1,1.114,94.284,23.5606,11.3344,2.444,0.299,2.494,75.8813,6.2484,0.0625
2536.25,1,0.909,93.1817,18.1683,8.7618,2.457,0.226,2.938,73.7641,4.5652,0.0457
2536.375,1,0.603,94.169,18.1667,8.1614,2.339,0.146,3.593,72.5888,4.3498,0.0435
2536.5,1,0.475,94.0814,21.6418,9.2333,2.54,0.079,4.052,67.3516,1.3458,0.0135
2536.625,1,0.475,92.2763,24.626,10.1843,2.5625,0.067,3.637,64.2016,1.0422,0.0104
2536.75,1,0.475,89.07,27.5898,11.1348,2.585,0.055,3.222,61.0517,0.7695,0.0077
2536.875,1,0.51,87.1837,39.9682,14.4898,2.624,0.065,3.309,60.0433,0.6435,0.0064
2537,1,0.514,87.5427,53.0508,17.6193,2.58,0.061,3.339,57.2737,0.8625,0.0086
2537.125,1,0.522,87.937,61.4295,19.7776,2.604,0.079,3.174,57.1288,0.9052,0.0091
2537.25,1,0.514,90.9693,56.8615,19.6362,2.577,0.071,3.041,58.4189,0.9913,0.0099
2537.375,1,0.4945,90.9792,56.901,19.5193,2.5755,0.079,2.9885,58.8518,1.0931,0.0109
2537.5,1,0.475,90.1765,56.9404,19.4025,2.574,0.087,2.936,59.2847,1.1987,0.012
2537.625,1,0.568,90.4435,60.1969,20.6902,2.61,0.069,2.994,60.1743,0.7632,0.0076
2537.75,1,0.576,98.3797,52.6328,19.2721,2.6,0.099,3.082,62.1575,1.1601,0.0116
2537.875,1,0.491,102.96,38.9698,16.2255,2.6,0.111,3.196,63.4917,1.307,0.0131
2538,1,0.454,105.827,39.5227,16.5461,2.5975,0.118,3.0715,63.7066,1.4145,0.0141
2538.125,1,0.417,103.353,40.075,16.8666,2.595,0.125,2.947,63.9216,1.5253,0.0153
2538.25,1,0.29,111.507,49.0436,19.21,2.567,0.133,2.711,62.7963,1.8616,0.0186
2538.375,1,0.197,115.944,50.8786,19.4118,2.572,0.127,2.556,62.0877,1.7355,0.0174
2538.5,1,0.104,120.448,62.7839,21.7641,2.562,0.115,2.646,60.7143,1.6506,0.0165
2538.625,1,0.081,120.612,44.5436,18.0325,2.566,0.099,2.717,60.3036,1.4071,0.0141
2538.75,1,0.075,123.514,49.0257,19.3949,2.572,0.101,2.7165,60.2198,1.3877,0.0139
2538.875,1,0.069,125.371,53.4896,20.758,2.578,0.103,2.716,60.136,1.3684,0.0137
2539,1,0.057,123.216,55.3697,21.3891,2.584,0.086,2.782,60.1245,1.1169,0.0112
2539.125,1,0.034,126.041,47.4804,19.8061,2.592,0.121,2.822,61.6662,1.4956,0.015
2539.25,1,0.034,125.311,42.3749,19.2294,2.592,0.13,2.759,61.5618,1.6159,0.0162
2539.375,1,0.034,125.434,42.6883,19.5992,2.585,0.1185,2.792,61.4212,1.5166,0.0152
2539.5,1,0.034,119.006,43.0015,19.9691,2.578,0.107,2.825,61.2805,1.4197,0.0142
2539.625,1,0.034,111.094,46.2087,21.4042,2.603,0.11,2.948,62.0191,1.2727,0.0127
2539.75,1,0.034,109.088,58.1564,24.7725,2.576,0.103,2.697,62.7328,1.3833,0.0138
2539.875,1,0.065,108.222,58.8781,25.4133,2.57,0.109,2.666,61.9078,1.507,0.0151
2540,1,3.862,109.479,52.9164,23.7657,2.569,0.097,2.639,62.6522,0.3401,0.0034
2540.125,1,3.8385,107.944,56.0198,24.3333,2.5755,0.0935,2.6425,62.3487,0.31,0.0031
2540.25,1,3.815,108.383,59.1158,24.9008,2.582,0.09,2.646,62.0453,0.2814,0.0028
2540.375,1,3.807,111.564,65.6918,26.8888,2.577,0.098,2.719,61.5821,0.3247,0.0032
2540.5,1,3.753,113.4,57.1939,25.138,2.581,0.107,2.619,61.5284,0.3528,0.0035
2540.625,1,3.784,114.036,66.3083,25.5608,2.584,0.094,2.67,61.8546,0.2923,0.0029
2540.75,1,3.784,115.469,74.3985,28.0396,2.574,0.0985,2.624,61.5092,0.3341,0.0033
2540.875,1,3.784,117.329,82.4569,30.5224,2.564,0.103,2.578,61.1638,0.3789,0.0038
2541,1,3.823,119.273,77.8488,27.8522,2.595,0.091,2.979,60.5579,0.2567,0.0026
2541.125,1,3.792,120.357,99.6985,32.7678,2.56,0.091,2.784,60.4066,0.337,0.0034
2541.25,1,3.645,126.447,96.5894,34.2654,2.552,0.073,2.743,61.0993,0.2834,0.0028
2541.375,1,3.792,129.85,123.233,37.0352,2.537,0.124,3.014,62.603,0.5627,0.0056
2541.5,1,3.8055,133.258,126.782,38.758,2.5375,0.1275,3.0145,62.7997,0.5806,0.0058
2541.625,1,3.819,130.804,130.328,40.4834,2.538,0.131,3.015,62.9964,0.5987,0.006
2541.75,1,3.8,134.46,103.439,38.313,2.492,0.137,2.992,62.5804,0.8016,0.008
2541.875,1,3.838,133.302,92.6263,37.2161,2.536,0.172,3.095,62.1313,0.8643,0.0086
2542,1,3.668,126.754,79.845,35.3354,2.555,0.197,2.926,57.8803,0.9629,0.0096
2542.125,1,3.629,119.668,86.002,36.418,2.56,0.187,2.788,57.5147,0.871,0.0087
2542.25,1,3.631,114.227,97.3959,38.4176,2.549,0.196,2.8395,57.6692,0.9813,0.0098
2542.375,1,3.633,111.005,108.7487,40.4201,2.538,0.205,2.891,57.8237,1.0982,0.011
2542.5,1,3.56,106.087,93.0144,40.4295,2.577,0.198,2.908,57.629,0.8784,0.0088
2542.625,1,3.552,103.871,99.8136,43.0116,2.595,0.144,3.053,58.1541,0.4887,0.0049
2542.75,1,3.521,104.641,111.8916,45.7294,2.573,0.142,2.844,58.8848,0.546,0.0055
2542.875,1,3.521,100.464,119.8674,47.0436,2.5845,0.145,2.858,59.1069,0.526,0.0053
2543,1,3.521,93.657,127.8288,48.359,2.596,0.148,2.872,59.3291,0.5063,0.0051
2543.125,1,3.552,89.0917,132.6915,52.9711,2.622,0.225,2.886,59.5269,0.8831,0.0088
2543.25,1,3.622,89.435,122.8994,51.2405,2.582,0.216,2.674,60.7479,0.9864,0.0099
2543.375,1,3.459,90.601,116.5967,45.4739,2.588,0.197,2.859,60.0245,0.8274,0.0083
2543.5,1,3.436,102.15,122.4304,47.1413,2.538,0.276,2.852,58.6886,1.7224,0.0172
2543.625,1,3.308,109.088,124.0175,46.9785,2.5075,0.2475,2.7835,57.6178,1.6197,0.0162
2543.75,1,3.18,115.501,125.6037,46.8154,2.477,0.219,2.715,56.547,1.5202,0.0152
2543.875,1,2.693,114.035,186.9492,50.211,2.475,0.102,3.031,55.34,0.6443,0.0064
2544,1,2.182,116.369,358.2854,52.9089,2.638,0.083,3.059,54.5354,0.1513,0.0015
2544.125,1,2.112,124.191,326.0126,53.2276,2.645,0.073,3.001,55.0361,0.1155,0.0012
2544.25,1,2.05,126.022,305.4468,54.4247,2.6305,0.071,2.9545,56.3476,0.1313,0.0013
2544.375,1,1.988,125.429,284.93,55.616,2.616,0.069,2.908,57.659,0.1483,0.0015
2544.5,1,2.019,121.038,263.4961,54.6547,2.602,0.1,2.887,60.3741,0.2749,0.0027
2544.625,1,2.042,115.618,133.1882,46.3713,2.612,0.089,2.745,61.9742,0.2153,0.0022
2544.75,1,2.066,112.142,69.3263,36.5346,2.561,0.102,2.544,63.0114,0.3823,0.0038
2544.875,1,2.042,112.888,71.2461,37.6537,2.583,0.177,2.648,63.2773,0.7164,0.0072
2545,1,2.0265,114.774,74.1915,38.783,2.552,0.156,2.482,62.5626,0.6986,0.007
2545.125,1,2.011,114.829,77.1332,39.9111,2.521,0.135,2.316,61.8478,0.6809,0.0068
2545.25,1,1.307,114.756,71.3681,38.9176,2.364,0.129,2.582,60.2317,1.3084,0.0131
2545.375,1,1.253,114.361,214.9167,72.8757,2.493,0.087,2.837,58.4013,0.5024,0.005
2545.5,1,1.167,118.259,713.9363,99.8,2.588,0.031,2.865,56.4909,0.0961,0.001
2545.625,1,1.1365,117.12,591.1042,94.2988,2.6035,0.033,2.8205,56.5745,0.0817,0.0008
2545.75,1,1.106,115.569,468.2729,88.8089,2.619,0.035,2.776,56.658,0.0685,0.0007
2545.875,1,1.067,110.051,396.9609,100.4417,2.598,0.07,2.771,58.5042,0.1812,0.0018
2546,1,1.078,106.027,326.8239,107.8065,2.592,0.107,2.499,60.9443,0.3257,0.0033
2546.125,1,1.299,104.582,103.3716,63.3049,2.571,0.171,2.379,65.3972,0.7228,0.0072
2546.25,1,1.407,102.888,75.2349,49.1004,2.565,0.164,2.479,65.7939,0.701,0.007
2546.375,1,1.3335,102.274,70.2822,45.7869,2.5675,0.145,2.549,66.25,0.5803,0.0058
2546.5,1,1.26,101.656,65.3201,42.49,2.57,0.126,2.619,66.7061,0.4715,0.0047
2546.625,1,1.284,102.233,86.1274,54.1327,2.568,0.083,2.358,65.2865,0.2859,0.0029
2546.75,1,1.241,101.726,125.5911,73.1571,2.575,0.035,2.384,59.9105,0.1225,0.0012
2546.875,1,0.749,101.891,150.5103,81.8014,2.624,0.035,2.891,58.065,0.0635,0.0006
2547,1,0.765,101.019,216.7332,106.0591,2.674,0.03,2.959,55.4018,0.0196,0.0002
2547.125,1,0.8,101.837,171.4387,92.5667,2.6635,0.031,2.965,54.8864,0.0265,0.0003
2547.25,1,0.835,102.586,125.9561,79.0355,2.653,0.032,2.971,54.371,0.0346,0.0003
2547.375,1,0.672,102.509,245.2122,129.1052,2.652,0.023,3.018,54.4174,0.0252,0.0003
2547.5,1,0.633,100.426,210.3867,114.6777,2.619,0.037,2.941,55.2518,0.0721,0.0007
2547.625,1,0.626,99.6313,71.7174,48.0364,2.646,0.025,3.097,55.1333,0.0311,0.0003
2547.75,1,0.626,101.244,68.057,44.6488,2.6455,0.0305,3.067,55.1002,0.0381,0.0004
2547.875,1,0.626,104.24,64.3914,41.2608,2.645,0.036,3.037,55.0672,0.0459,0.0005
2548,1,0.626,103.765,51.5603,34.0762,2.659,0.03,3.011,55.3008,0.0282,0.0003
2548.125,1,0.61,105.435,70.5341,46.3381,2.623,0.035,3.025,55.0142,0.0645,0.0006
2548.25,1,0.602,103.836,179.8835,93.452,2.628,0.035,2.911,54.4309,0.0596,0.0006
2548.375,1,0.614,103.6,126.6921,76.241,2.672,0.018,2.868,54.1433,0.0114,0.0001
2548.5,1,0.7515,102.691,195.858,107.0127,2.671,0.0205,2.8535,53.8042,0.0135,0.0001
